booking_date,value_date,amount,currency,counterparty,memo,reference,balance
2026-01-16,2026-01-16,-119.59,CHF,Throughput Vendor 79 AG,Throughput payment 1359,THR-1359,51359.59
2026-01-17,2026-01-17,1110.60,CHF,Throughput Vendor 0 AG,Throughput payment 1360,THR-1360,51360.60
2026-01-18,2026-01-18,-121.61,CHF,Throughput Vendor 1 AG,Throughput payment 1361,THR-1361,51361.61
2026-01-19,2026-01-19,-122.62,CHF,Throughput Vendor 2 AG,Throughput payment 1362,THR-1362,51362.62
2026-01-20,2026-01-20,-123.63,CHF,Throughput Vendor 3 AG,Throughput payment 1363,THR-1363,51363.63
2026-01-21,2026-01-21,-124.64,CHF,Throughput Vendor 4 AG,Throughput payment 1364,THR-1364,51364.64
2026-01-22,2026-01-22,1115.65,CHF,Throughput Vendor 5 AG,Throughput payment 1365,THR-1365,51365.65
2026-01-23,2026-01-23,-126.66,CHF,Throughput Vendor 6 AG,Throughput payment 1366,THR-1366,51366.66
2026-01-24,2026-01-24,-127.67,CHF,Throughput Vendor 7 AG,Throughput payment 1367,THR-1367,51367.67
2026-01-25,2026-01-25,-128.68,CHF,Throughput Vendor 8 AG,Throughput payment 1368,THR-1368,51368.68
2026-01-26,2026-01-26,-129.69,CHF,Throughput Vendor 9 AG,Throughput payment 1369,THR-1369,51369.69
2026-01-27,2026-01-27,1120.70,CHF,Throughput Vendor 10 AG,Throughput payment 1370,THR-1370,51370.70
2026-01-28,2026-01-28,-131.71,CHF,Throughput Vendor 11 AG,Throughput payment 1371,THR-1371,51371.71
2026-02-01,2026-02-01,-132.72,CHF,Throughput Vendor 12 AG,Throughput payment 1372,THR-1372,51372.72
2026-02-02,2026-02-02,-133.73,CHF,Throughput Vendor 13 AG,Throughput payment 1373,THR-1373,51373.73
2026-02-03,2026-02-03,-134.74,CHF,Throughput Vendor 14 AG,Throughput payment 1374,THR-1374,51374.74
2026-02-04,2026-02-04,1125.75,CHF,Throughput Vendor 15 AG,Throughput payment 1375,THR-1375,51375.75
2026-02-05,2026-02-05,-136.76,CHF,Throughput Vendor 16 AG,Throughput payment 1376,THR-1376,51376.76
2026-02-06,2026-02-06,-137.77,CHF,Throughput Vendor 17 AG,Throughput payment 1377,THR-1377,51377.77
2026-02-07,2026-02-07,-138.78,CHF,Throughput Vendor 18 AG,Throughput payment 1378,THR-1378,51378.78
2026-02-08,2026-02-08,-139.79,CHF,Throughput Vendor 19 AG,Throughput payment 1379,THR-1379,51379.79
2026-02-09,2026-02-09,1130.80,CHF,Throughput Vendor 20 AG,Throughput payment 1380,THR-1380,51380.80
2026-02-10,2026-02-10,-141.81,CHF,Throughput Vendor 21 AG,Throughput payment 1381,THR-1381,51381.81
2026-02-11,2026-02-11,-142.82,CHF,Throughput Vendor 22 AG,Throughput payment 1382,THR-1382,51382.82
2026-02-12,2026-02-12,-143.83,CHF,Throughput Vendor 23 AG,Throughput payment 1383,THR-1383,51383.83
2026-02-13,2026-02-13,-144.84,CHF,Throughput Vendor 24 AG,Throughput payment 1384,THR-1384,51384.84
2026-02-14,2026-02-14,1135.85,CHF,Throughput Vendor 25 AG,Throughput payment 1385,THR-1385,51385.85
2026-02-15,2026-02-15,-146.86,CHF,Throughput Vendor 26 AG,Throughput payment 1386,THR-1386,51386.86
2026-02-16,2026-02-16,-147.87,CHF,Throughput Vendor 27 AG,Throughput payment 1387,THR-1387,51387.87
2026-02-17,2026-02-17,-148.88,CHF,Throughput Vendor 28 AG,Throughput payment 1388,THR-1388,51388.88
2026-02-18,2026-02-18,-149.89,CHF,Throughput Vendor 29 AG,Throughput payment 1389,THR-1389,51389.89
2026-02-19,2026-02-19,1140.90,CHF,Throughput Vendor 30 AG,Throughput payment 1390,THR-1390,51390.90
2026-02-20,2026-02-20,-151.91,CHF,Throughput Vendor 31 AG,Throughput payment 1391,THR-1391,51391.91
2026-02-21,2026-02-21,-152.92,CHF,Throughput Vendor 32 AG,Throughput payment 1392,THR-1392,51392.92
2026-02-22,2026-02-22,-153.93,CHF,Throughput Vendor 33 AG,Throughput payment 1393,THR-1393,51393.93
2026-02-23,2026-02-23,-154.94,CHF,Throughput Vendor 34 AG,Throughput payment 1394,THR-1394,51394.94
2026-02-24,2026-02-24,1145.95,CHF,Throughput Vendor 35 AG,Throughput payment 1395,THR-1395,51395.95
2026-02-25,2026-02-25,-156.96,CHF,Throughput Vendor 36 AG,Throughput payment 1396,THR-1396,51396.96
2026-02-26,2026-02-26,-157.97,CHF,Throughput Vendor 37 AG,Throughput payment 1397,THR-1397,51397.97
2026-02-27,2026-02-27,-158.98,CHF,Throughput Vendor 38 AG,Throughput payment 1398,THR-1398,51398.98
2026-02-28,2026-02-28,-159.99,CHF,Throughput Vendor 39 AG,Throughput payment 1399,THR-1399,51399.99
2026-03-01,2026-03-01,1150.00,CHF,Throughput Vendor 40 AG,Throughput payment 1400,THR-1400,51400.00
2026-03-02,2026-03-02,-161.01,CHF,Throughput Vendor 41 AG,Throughput payment 1401,THR-1401,51401.01
2026-03-03,2026-03-03,-162.02,CHF,Throughput Vendor 42 AG,Throughput payment 1402,THR-1402,51402.02
2026-03-04,2026-03-04,-163.03,CHF,Throughput Vendor 43 AG,Throughput payment 1403,THR-1403,51403.03
2026-03-05,2026-03-05,-164.04,CHF,Throughput Vendor 44 AG,Throughput payment 1404,THR-1404,51404.04
2026-03-06,2026-03-06,1155.05,CHF,Throughput Vendor 45 AG,Throughput payment 1405,THR-1405,51405.05
2026-03-07,2026-03-07,-166.06,CHF,Throughput Vendor 46 AG,Throughput payment 1406,THR-1406,51406.06
2026-03-08,2026-03-08,-167.07,CHF,Throughput Vendor 47 AG,Throughput payment 1407,THR-1407,51407.07
2026-03-09,2026-03-09,-168.08,CHF,Throughput Vendor 48 AG,Throughput payment 1408,THR-1408,51408.08
2026-03-10,2026-03-10,-169.09,CHF,Throughput Vendor 49 AG,Throughput payment 1409,THR-1409,51409.09
2026-03-11,2026-03-11,1160.10,CHF,Throughput Vendor 50 AG,Throughput payment 1410,THR-1410,51410.10
2026-03-12,2026-03-12,-171.11,CHF,Throughput Vendor 51 AG,Throughput payment 1411,THR-1411,51411.11
2026-03-13,2026-03-13,-172.12,CHF,Throughput Vendor 52 AG,Throughput payment 1412,THR-1412,51412.12
2026-03-14,2026-03-14,-173.13,CHF,Throughput Vendor 53 AG,Throughput payment 1413,THR-1413,51413.13
2026-03-15,2026-03-15,-174.14,CHF,Throughput Vendor 54 AG,Throughput payment 1414,THR-1414,51414.14
2026-03-16,2026-03-16,1165.15,CHF,Throughput Vendor 55 AG,Throughput payment 1415,THR-1415,51415.15
2026-03-17,2026-03-17,-176.16,CHF,Throughput Vendor 56 AG,Throughput payment 1416,THR-1416,51416.16
2026-03-18,2026-03-18,-177.17,CHF,Throughput Vendor 57 AG,Throughput payment 1417,THR-1417,51417.17
2026-03-19,2026-03-19,-178.18,CHF,Throughput Vendor 58 AG,Throughput payment 1418,THR-1418,51418.18
2026-03-20,2026-03-20,-179.19,CHF,Throughput Vendor 59 AG,Throughput payment 1419,THR-1419,51419.19
2026-03-21,2026-03-21,1170.20,CHF,Throughput Vendor 60 AG,Throughput payment 1420,THR-1420,51420.20
2026-03-22,2026-03-22,-181.21,CHF,Throughput Vendor 61 AG,Throughput payment 1421,THR-1421,51421.21
2026-03-23,2026-03-23,-182.22,CHF,Throughput Vendor 62 AG,Throughput payment 1422,THR-1422,51422.22
2026-03-24,2026-03-24,-183.23,CHF,Throughput Vendor 63 AG,Throughput payment 1423,THR-1423,51423.23
2026-03-25,2026-03-25,-184.24,CHF,Throughput Vendor 64 AG,Throughput payment 1424,THR-1424,51424.24
2026-03-26,2026-03-26,1175.25,CHF,Throughput Vendor 65 AG,Throughput payment 1425,THR-1425,51425.25
2026-03-27,2026-03-27,-186.26,CHF,Throughput Vendor 66 AG,Throughput payment 1426,THR-1426,51426.26
2026-03-28,2026-03-28,-187.27,CHF,Throughput Vendor 67 AG,Throughput payment 1427,THR-1427,51427.27
2026-04-01,2026-04-01,-188.28,CHF,Throughput Vendor 68 AG,Throughput payment 1428,THR-1428,51428.28
2026-04-02,2026-04-02,-189.29,CHF,Throughput Vendor 69 AG,Throughput payment 1429,THR-1429,51429.29
2026-04-03,2026-04-03,1180.30,CHF,Throughput Vendor 70 AG,Throughput payment 1430,THR-1430,51430.30
2026-04-04,2026-04-04,-191.31,CHF,Throughput Vendor 71 AG,Throughput payment 1431,THR-1431,51431.31
2026-04-05,2026-04-05,-192.32,CHF,Throughput Vendor 72 AG,Throughput payment 1432,THR-1432,51432.32
2026-04-06,2026-04-06,-193.33,CHF,Throughput Vendor 73 AG,Throughput payment 1433,THR-1433,51433.33
2026-04-07,2026-04-07,-194.34,CHF,Throughput Vendor 74 AG,Throughput payment 1434,THR-1434,51434.34
2026-04-08,2026-04-08,1185.35,CHF,Throughput Vendor 75 AG,Throughput payment 1435,THR-1435,51435.35
2026-04-09,2026-04-09,-196.36,CHF,Throughput Vendor 76 AG,Throughput payment 1436,THR-1436,51436.36
2026-04-10,2026-04-10,-197.37,CHF,Throughput Vendor 77 AG,Throughput payment 1437,THR-1437,51437.37
2026-04-11,2026-04-11,-198.38,CHF,Throughput Vendor 78 AG,Throughput payment 1438,THR-1438,51438.38
2026-04-12,2026-04-12,-199.39,CHF,Throughput Vendor 79 AG,Throughput payment 1439,THR-1439,51439.39
2026-04-13,2026-04-13,1190.40,CHF,Throughput Vendor 0 AG,Throughput payment 1440,THR-1440,51440.40
2026-04-14,2026-04-14,-21.41,CHF,Throughput Vendor 1 AG,Throughput payment 1441,THR-1441,51441.41
2026-04-15,2026-04-15,-22.42,CHF,Throughput Vendor 2 AG,Throughput payment 1442,THR-1442,51442.42
2026-04-16,2026-04-16,-23.43,CHF,Throughput Vendor 3 AG,Throughput payment 1443,THR-1443,51443.43
2026-04-17,2026-04-17,-24.44,CHF,Throughput Vendor 4 AG,Throughput payment 1444,THR-1444,51444.44
2026-04-18,2026-04-18,1195.45,CHF,Throughput Vendor 5 AG,Throughput payment 1445,THR-1445,51445.45
2026-04-19,2026-04-19,-26.46,CHF,Throughput Vendor 6 AG,Throughput payment 1446,THR-1446,51446.46
2026-04-20,2026-04-20,-27.47,CHF,Throughput Vendor 7 AG,Throughput payment 1447,THR-1447,51447.47
2026-04-21,2026-04-21,-28.48,CHF,Throughput Vendor 8 AG,Throughput payment 1448,THR-1448,51448.48
2026-04-22,2026-04-22,-29.49,CHF,Throughput Vendor 9 AG,Throughput payment 1449,THR-1449,51449.49
2026-04-23,2026-04-23,1200.50,CHF,Throughput Vendor 10 AG,Throughput payment 1450,THR-1450,51450.50
2026-04-24,2026-04-24,-31.51,CHF,Throughput Vendor 11 AG,Throughput payment 1451,THR-1451,51451.51
2026-04-25,2026-04-25,-32.52,CHF,Throughput Vendor 12 AG,Throughput payment 1452,THR-1452,51452.52
2026-04-26,2026-04-26,-33.53,CHF,Throughput Vendor 13 AG,Throughput payment 1453,THR-1453,51453.53
2026-04-27,2026-04-27,-34.54,CHF,Throughput Vendor 14 AG,Throughput payment 1454,THR-1454,51454.54
2026-04-28,2026-04-28,1205.55,CHF,Throughput Vendor 15 AG,Throughput payment 1455,THR-1455,51455.55
2026-05-01,2026-05-01,-36.56,CHF,Throughput Vendor 16 AG,Throughput payment 1456,THR-1456,51456.56
2026-05-02,2026-05-02,-37.57,CHF,Throughput Vendor 17 AG,Throughput payment 1457,THR-1457,51457.57
2026-05-03,2026-05-03,-38.58,CHF,Throughput Vendor 18 AG,Throughput payment 1458,THR-1458,51458.58
2026-05-04,2026-05-04,-39.59,CHF,Throughput Vendor 19 AG,Throughput payment 1459,THR-1459,51459.59
2026-05-05,2026-05-05,1210.60,CHF,Throughput Vendor 20 AG,Throughput payment 1460,THR-1460,51460.60
2026-05-06,2026-05-06,-41.61,CHF,Throughput Vendor 21 AG,Throughput payment 1461,THR-1461,51461.61
2026-05-07,2026-05-07,-42.62,CHF,Throughput Vendor 22 AG,Throughput payment 1462,THR-1462,51462.62
2026-05-08,2026-05-08,-43.63,CHF,Throughput Vendor 23 AG,Throughput payment 1463,THR-1463,51463.63
2026-05-09,2026-05-09,-44.64,CHF,Throughput Vendor 24 AG,Throughput payment 1464,THR-1464,51464.64
2026-05-10,2026-05-10,1215.65,CHF,Throughput Vendor 25 AG,Throughput payment 1465,THR-1465,51465.65
2026-05-11,2026-05-11,-46.66,CHF,Throughput Vendor 26 AG,Throughput payment 1466,THR-1466,51466.66
2026-05-12,2026-05-12,-47.67,CHF,Throughput Vendor 27 AG,Throughput payment 1467,THR-1467,51467.67
2026-05-13,2026-05-13,-48.68,CHF,Throughput Vendor 28 AG,Throughput payment 1468,THR-1468,51468.68
2026-05-14,2026-05-14,-49.69,CHF,Throughput Vendor 29 AG,Throughput payment 1469,THR-1469,51469.69
2026-05-15,2026-05-15,1220.70,CHF,Throughput Vendor 30 AG,Throughput payment 1470,THR-1470,51470.70
2026-05-16,2026-05-16,-51.71,CHF,Throughput Vendor 31 AG,Throughput payment 1471,THR-1471,51471.71
2026-05-17,2026-05-17,-52.72,CHF,Throughput Vendor 32 AG,Throughput payment 1472,THR-1472,51472.72
2026-05-18,2026-05-18,-53.73,CHF,Throughput Vendor 33 AG,Throughput payment 1473,THR-1473,51473.73
2026-05-19,2026-05-19,-54.74,CHF,Throughput Vendor 34 AG,Throughput payment 1474,THR-1474,51474.74
2026-05-20,2026-05-20,1225.75,CHF,Throughput Vendor 35 AG,Throughput payment 1475,THR-1475,51475.75
2026-05-21,2026-05-21,-56.76,CHF,Throughput Vendor 36 AG,Throughput payment 1476,THR-1476,51476.76
2026-05-22,2026-05-22,-57.77,CHF,Throughput Vendor 37 AG,Throughput payment 1477,THR-1477,51477.77
2026-05-23,2026-05-23,-58.78,CHF,Throughput Vendor 38 AG,Throughput payment 1478,THR-1478,51478.78
2026-05-24,2026-05-24,-59.79,CHF,Throughput Vendor 39 AG,Throughput payment 1479,THR-1479,51479.79
2026-05-25,2026-05-25,1230.80,CHF,Throughput Vendor 40 AG,Throughput payment 1480,THR-1480,51480.80
2026-05-26,2026-05-26,-61.81,CHF,Throughput Vendor 41 AG,Throughput payment 1481,THR-1481,51481.81
2026-05-27,2026-05-27,-62.82,CHF,Throughput Vendor 42 AG,Throughput payment 1482,THR-1482,51482.82
2026-05-28,2026-05-28,-63.83,CHF,Throughput Vendor 43 AG,Throughput payment 1483,THR-1483,51483.83
2026-06-01,2026-06-01,-64.84,CHF,Throughput Vendor 44 AG,Throughput payment 1484,THR-1484,51484.84
2026-06-02,2026-06-02,1235.85,CHF,Throughput Vendor 45 AG,Throughput payment 1485,THR-1485,51485.85
2026-06-03,2026-06-03,-66.86,CHF,Throughput Vendor 46 AG,Throughput payment 1486,THR-1486,51486.86
2026-06-04,2026-06-04,-67.87,CHF,Throughput Vendor 47 AG,Throughput payment 1487,THR-1487,51487.87
2026-06-05,2026-06-05,-68.88,CHF,Throughput Vendor 48 AG,Throughput payment 1488,THR-1488,51488.88
2026-06-06,2026-06-06,-69.89,CHF,Throughput Vendor 49 AG,Throughput payment 1489,THR-1489,51489.89
2026-06-07,2026-06-07,1240.90,CHF,Throughput Vendor 50 AG,Throughput payment 1490,THR-1490,51490.90
2026-06-08,2026-06-08,-71.91,CHF,Throughput Vendor 51 AG,Throughput payment 1491,THR-1491,51491.91
2026-06-09,2026-06-09,-72.92,CHF,Throughput Vendor 52 AG,Throughput payment 1492,THR-1492,51492.92
2026-06-10,2026-06-10,-73.93,CHF,Throughput Vendor 53 AG,Throughput payment 1493,THR-1493,51493.93
2026-06-11,2026-06-11,-74.94,CHF,Throughput Vendor 54 AG,Throughput payment 1494,THR-1494,51494.94
2026-06-12,2026-06-12,1245.95,CHF,Throughput Vendor 55 AG,Throughput payment 1495,THR-1495,51495.95
2026-06-13,2026-06-13,-76.96,CHF,Throughput Vendor 56 AG,Throughput payment 1496,THR-1496,51496.96
2026-06-14,2026-06-14,-77.97,CHF,Throughput Vendor 57 AG,Throughput payment 1497,THR-1497,51497.97
2026-06-15,2026-06-15,-78.98,CHF,Throughput Vendor 58 AG,Throughput payment 1498,THR-1498,51498.98
2026-06-16,2026-06-16,-79.99,CHF,Throughput Vendor 59 AG,Throughput payment 1499,THR-1499,51499.99
2026-06-17,2026-06-17,1000.00,CHF,Throughput Vendor 60 AG,Throughput payment 1500,THR-1500,51500.00
2026-06-18,2026-06-18,-81.01,CHF,Throughput Vendor 61 AG,Throughput payment 1501,THR-1501,51501.01
2026-06-19,2026-06-19,-82.02,CHF,Throughput Vendor 62 AG,Throughput payment 1502,THR-1502,51502.02
2026-06-20,2026-06-20,-83.03,CHF,Throughput Vendor 63 AG,Throughput payment 1503,THR-1503,51503.03
2026-06-21,2026-06-21,-84.04,CHF,Throughput Vendor 64 AG,Throughput payment 1504,THR-1504,51504.04
2026-06-22,2026-06-22,1005.05,CHF,Throughput Vendor 65 AG,Throughput payment 1505,THR-1505,51505.05
2026-06-23,2026-06-23,-86.06,CHF,Throughput Vendor 66 AG,Throughput payment 1506,THR-1506,51506.06
2026-06-24,2026-06-24,-87.07,CHF,Throughput Vendor 67 AG,Throughput payment 1507,THR-1507,51507.07
2026-06-25,2026-06-25,-88.08,CHF,Throughput Vendor 68 AG,Throughput payment 1508,THR-1508,51508.08
2026-06-26,2026-06-26,-89.09,CHF,Throughput Vendor 69 AG,Throughput payment 1509,THR-1509,51509.09
2026-06-27,2026-06-27,1010.10,CHF,Throughput Vendor 70 AG,Throughput payment 1510,THR-1510,51510.10
2026-06-28,2026-06-28,-91.11,CHF,Throughput Vendor 71 AG,Throughput payment 1511,THR-1511,51511.11
2026-07-01,2026-07-01,-92.12,CHF,Throughput Vendor 72 AG,Throughput payment 1512,THR-1512,51512.12
2026-07-02,2026-07-02,-93.13,CHF,Throughput Vendor 73 AG,Throughput payment 1513,THR-1513,51513.13
2026-07-03,2026-07-03,-94.14,CHF,Throughput Vendor 74 AG,Throughput payment 1514,THR-1514,51514.14
2026-07-04,2026-07-04,1015.15,CHF,Throughput Vendor 75 AG,Throughput payment 1515,THR-1515,51515.15
2026-07-05,2026-07-05,-96.16,CHF,Throughput Vendor 76 AG,Throughput payment 1516,THR-1516,51516.16
2026-07-06,2026-07-06,-97.17,CHF,Throughput Vendor 77 AG,Throughput payment 1517,THR-1517,51517.17
2026-07-07,2026-07-07,-98.18,CHF,Throughput Vendor 78 AG,Throughput payment 1518,THR-1518,51518.18
2026-07-08,2026-07-08,-99.19,CHF,Throughput Vendor 79 AG,Throughput payment 1519,THR-1519,51519.19
2026-07-09,2026-07-09,1020.20,CHF,Throughput Vendor 0 AG,Throughput payment 1520,THR-1520,51520.20
2026-07-10,2026-07-10,-101.21,CHF,Throughput Vendor 1 AG,Throughput payment 1521,THR-1521,51521.21
2026-07-11,2026-07-11,-102.22,CHF,Throughput Vendor 2 AG,Throughput payment 1522,THR-1522,51522.22
2026-07-12,2026-07-12,-103.23,CHF,Throughput Vendor 3 AG,Throughput payment 1523,THR-1523,51523.23
2026-07-13,2026-07-13,-104.24,CHF,Throughput Vendor 4 AG,Throughput payment 1524,THR-1524,51524.24
2026-07-14,2026-07-14,1025.25,CHF,Throughput Vendor 5 AG,Throughput payment 1525,THR-1525,51525.25
2026-07-15,2026-07-15,-106.26,CHF,Throughput Vendor 6 AG,Throughput payment 1526,THR-1526,51526.26
2026-07-16,2026-07-16,-107.27,CHF,Throughput Vendor 7 AG,Throughput payment 1527,THR-1527,51527.27
2026-07-17,2026-07-17,-108.28,CHF,Throughput Vendor 8 AG,Throughput payment 1528,THR-1528,51528.28
2026-07-18,2026-07-18,-109.29,CHF,Throughput Vendor 9 AG,Throughput payment 1529,THR-1529,51529.29
2026-07-19,2026-07-19,1030.30,CHF,Throughput Vendor 10 AG,Throughput payment 1530,THR-1530,51530.30
2026-07-20,2026-07-20,-111.31,CHF,Throughput Vendor 11 AG,Throughput payment 1531,THR-1531,51531.31
2026-07-21,2026-07-21,-112.32,CHF,Throughput Vendor 12 AG,Throughput payment 1532,THR-1532,51532.32
2026-07-22,2026-07-22,-113.33,CHF,Throughput Vendor 13 AG,Throughput payment 1533,THR-1533,51533.33
2026-07-23,2026-07-23,-114.34,CHF,Throughput Vendor 14 AG,Throughput payment 1534,THR-1534,51534.34
2026-07-24,2026-07-24,1035.35,CHF,Throughput Vendor 15 AG,Throughput payment 1535,THR-1535,51535.35
2026-07-25,2026-07-25,-116.36,CHF,Throughput Vendor 16 AG,Throughput payment 1536,THR-1536,51536.36
2026-07-26,2026-07-26,-117.37,CHF,Throughput Vendor 17 AG,Throughput payment 1537,THR-1537,51537.37
2026-07-27,2026-07-27,-118.38,CHF,Throughput Vendor 18 AG,Throughput payment 1538,THR-1538,51538.38
2026-07-28,2026-07-28,-119.39,CHF,Throughput Vendor 19 AG,Throughput payment 1539,THR-1539,51539.39
2026-08-01,2026-08-01,1040.40,CHF,Throughput Vendor 20 AG,Throughput payment 1540,THR-1540,51540.40
2026-08-02,2026-08-02,-121.41,CHF,Throughput Vendor 21 AG,Throughput payment 1541,THR-1541,51541.41
2026-08-03,2026-08-03,-122.42,CHF,Throughput Vendor 22 AG,Throughput payment 1542,THR-1542,51542.42
2026-08-04,2026-08-04,-123.43,CHF,Throughput Vendor 23 AG,Throughput payment 1543,THR-1543,51543.43
2026-08-05,2026-08-05,-124.44,CHF,Throughput Vendor 24 AG,Throughput payment 1544,THR-1544,51544.44
2026-08-06,2026-08-06,1045.45,CHF,Throughput Vendor 25 AG,Throughput payment 1545,THR-1545,51545.45
2026-08-07,2026-08-07,-126.46,CHF,Throughput Vendor 26 AG,Throughput payment 1546,THR-1546,51546.46
2026-08-08,2026-08-08,-127.47,CHF,Throughput Vendor 27 AG,Throughput payment 1547,THR-1547,51547.47
2026-08-09,2026-08-09,-128.48,CHF,Throughput Vendor 28 AG,Throughput payment 1548,THR-1548,51548.48
2026-08-10,2026-08-10,-129.49,CHF,Throughput Vendor 29 AG,Throughput payment 1549,THR-1549,51549.49
2026-08-11,2026-08-11,1050.50,CHF,Throughput Vendor 30 AG,Throughput payment 1550,THR-1550,51550.50
2026-08-12,2026-08-12,-131.51,CHF,Throughput Vendor 31 AG,Throughput payment 1551,THR-1551,51551.51
2026-08-13,2026-08-13,-132.52,CHF,Throughput Vendor 32 AG,Throughput payment 1552,THR-1552,51552.52
2026-08-14,2026-08-14,-133.53,CHF,Throughput Vendor 33 AG,Throughput payment 1553,THR-1553,51553.53
2026-08-15,2026-08-15,-134.54,CHF,Throughput Vendor 34 AG,Throughput payment 1554,THR-1554,51554.54
2026-08-16,2026-08-16,1055.55,CHF,Throughput Vendor 35 AG,Throughput payment 1555,THR-1555,51555.55
2026-08-17,2026-08-17,-136.56,CHF,Throughput Vendor 36 AG,Throughput payment 1556,THR-1556,51556.56
2026-08-18,2026-08-18,-137.57,CHF,Throughput Vendor 37 AG,Throughput payment 1557,THR-1557,51557.57
2026-08-19,2026-08-19,-138.58,CHF,Throughput Vendor 38 AG,Throughput payment 1558,THR-1558,51558.58
2026-08-20,2026-08-20,-139.59,CHF,Throughput Vendor 39 AG,Throughput payment 1559,THR-1559,51559.59
2026-08-21,2026-08-21,1060.60,CHF,Throughput Vendor 40 AG,Throughput payment 1560,THR-1560,51560.60
2026-08-22,2026-08-22,-141.61,CHF,Throughput Vendor 41 AG,Throughput payment 1561,THR-1561,51561.61
2026-08-23,2026-08-23,-142.62,CHF,Throughput Vendor 42 AG,Throughput payment 1562,THR-1562,51562.62
2026-08-24,2026-08-24,-143.63,CHF,Throughput Vendor 43 AG,Throughput payment 1563,THR-1563,51563.63
2026-08-25,2026-08-25,-144.64,CHF,Throughput Vendor 44 AG,Throughput payment 1564,THR-1564,51564.64
2026-08-26,2026-08-26,1065.65,CHF,Throughput Vendor 45 AG,Throughput payment 1565,THR-1565,51565.65
2026-08-27,2026-08-27,-146.66,CHF,Throughput Vendor 46 AG,Throughput payment 1566,THR-1566,51566.66
2026-08-28,2026-08-28,-147.67,CHF,Throughput Vendor 47 AG,Throughput payment 1567,THR-1567,51567.67
2026-09-01,2026-09-01,-148.68,CHF,Throughput Vendor 48 AG,Throughput payment 1568,THR-1568,51568.68
2026-09-02,2026-09-02,-149.69,CHF,Throughput Vendor 49 AG,Throughput payment 1569,THR-1569,51569.69
2026-09-03,2026-09-03,1070.70,CHF,Throughput Vendor 50 AG,Throughput payment 1570,THR-1570,51570.70
2026-09-04,2026-09-04,-151.71,CHF,Throughput Vendor 51 AG,Throughput payment 1571,THR-1571,51571.71
2026-09-05,2026-09-05,-152.72,CHF,Throughput Vendor 52 AG,Throughput payment 1572,THR-1572,51572.72
2026-09-06,2026-09-06,-153.73,CHF,Throughput Vendor 53 AG,Throughput payment 1573,THR-1573,51573.73
2026-09-07,2026-09-07,-154.74,CHF,Throughput Vendor 54 AG,Throughput payment 1574,THR-1574,51574.74
2026-09-08,2026-09-08,1075.75,CHF,Throughput Vendor 55 AG,Throughput payment 1575,THR-1575,51575.75
2026-09-09,2026-09-09,-156.76,CHF,Throughput Vendor 56 AG,Throughput payment 1576,THR-1576,51576.76
2026-09-10,2026-09-10,-157.77,CHF,Throughput Vendor 57 AG,Throughput payment 1577,THR-1577,51577.77
2026-09-11,2026-09-11,-158.78,CHF,Throughput Vendor 58 AG,Throughput payment 1578,THR-1578,51578.78
2026-09-12,2026-09-12,-159.79,CHF,Throughput Vendor 59 AG,Throughput payment 1579,THR-1579,51579.79
2026-09-13,2026-09-13,1080.80,CHF,Throughput Vendor 60 AG,Throughput payment 1580,THR-1580,51580.80
2026-09-14,2026-09-14,-161.81,CHF,Throughput Vendor 61 AG,Throughput payment 1581,THR-1581,51581.81
2026-09-15,2026-09-15,-162.82,CHF,Throughput Vendor 62 AG,Throughput payment 1582,THR-1582,51582.82
2026-09-16,2026-09-16,-163.83,CHF,Throughput Vendor 63 AG,Throughput payment 1583,THR-1583,51583.83
2026-09-17,2026-09-17,-164.84,CHF,Throughput Vendor 64 AG,Throughput payment 1584,THR-1584,51584.84
2026-09-18,2026-09-18,1085.85,CHF,Throughput Vendor 65 AG,Throughput payment 1585,THR-1585,51585.85
2026-09-19,2026-09-19,-166.86,CHF,Throughput Vendor 66 AG,Throughput payment 1586,THR-1586,51586.86
2026-09-20,2026-09-20,-167.87,CHF,Throughput Vendor 67 AG,Throughput payment 1587,THR-1587,51587.87
2026-09-21,2026-09-21,-168.88,CHF,Throughput Vendor 68 AG,Throughput payment 1588,THR-1588,51588.88
2026-09-22,2026-09-22,-169.89,CHF,Throughput Vendor 69 AG,Throughput payment 1589,THR-1589,51589.89
2026-09-23,2026-09-23,1090.90,CHF,Throughput Vendor 70 AG,Throughput payment 1590,THR-1590,51590.90
2026-09-24,2026-09-24,-171.91,CHF,Throughput Vendor 71 AG,Throughput payment 1591,THR-1591,51591.91
2026-09-25,2026-09-25,-172.92,CHF,Throughput Vendor 72 AG,Throughput payment 1592,THR-1592,51592.92
2026-09-26,2026-09-26,-173.93,CHF,Throughput Vendor 73 AG,Throughput payment 1593,THR-1593,51593.93
2026-09-27,2026-09-27,-174.94,CHF,Throughput Vendor 74 AG,Throughput payment 1594,THR-1594,51594.94
2026-09-28,2026-09-28,1095.95,CHF,Throughput Vendor 75 AG,Throughput payment 1595,THR-1595,51595.95
2026-10-01,2026-10-01,-176.96,CHF,Throughput Vendor 76 AG,Throughput payment 1596,THR-1596,51596.96
2026-10-02,2026-10-02,-177.97,CHF,Throughput Vendor 77 AG,Throughput payment 1597,THR-1597,51597.97
2026-10-03,2026-10-03,-178.98,CHF,Throughput Vendor 78 AG,Throughput payment 1598,THR-1598,51598.98
